variables,units,values,description
towerse.sigma_ult,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.wohler_exp,,"[3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]",
towerse.wohler_A,,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.z_start,m,[-75.],
towerse.height_constraint,m,[5.614],
towerse.unit_cost_full,USD/kg,"[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07]",
towerse.sec_loc,,"[0.         0.12454247 0.1376522  0.14420969 0.15731943 0.17042916
 0.18353889 0.19664863 0.20975836 0.2228681  0.23597783 0.24908756
 0.2621973  0.27530703 0.28841676 0.3015265  0.31463623 0.32774596
 0.3408557  0.35398903 0.38807434 0.42215965 0.45624495 0.49033026
 0.52441557 0.55850088 0.59258618 0.62667149 0.6607568  0.69484211
 0.72892741 0.76301272 0.79709803 0.83118334 0.86526864 0.89935395
 0.93343926 0.96752457 1.        ]",normalized sectional location
towerse.str_tw,deg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",structural twist of section
towerse.tw_iner,deg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",inertial twist of section
towerse.mass_den,kg/m,"[14429.96080369 14429.96080369 14429.96080369 14184.64401338
 13939.28029415 13687.64297265 13435.95631087 13178.76980844
 12921.53180622 12660.60716936 12399.62956733 12139.89779077
 11880.11357474 11621.57623297 11362.98697482 11195.98089838
 11028.95317461 10875.03453794 10721.09752311 10517.98696044
 10314.84441173  9919.39204952  9488.45146845  9107.2422073
  8547.4152239   8138.4484563   7685.89949132  7257.85125411
  6812.65612145  6367.65339987  5906.84558821  5435.0204845
  5081.87694672  4622.28907703  4283.49208423  3953.16858878
  3625.33520111  3848.77788579  4097.4892923 ]",sectional mass per unit length
towerse.foreaft_iner,kg*m,"[166718.81989562 166718.81989562 166718.81989562 163915.52180134
 161110.61459289 158232.87543639 155353.44317254 152409.92350731
 149464.6352302  146475.93144728 143485.40726126 140507.95373218
 137528.69640848 134562.54436098 131594.60507298 129677.17168205
 127758.99258093 125990.92060253 124222.21521618 121887.86941089
 119552.4205875  115003.95319308 109225.38331641 104085.12834761
  93000.62748324  84188.6943504   74449.76680483  65683.78405332
  56979.91395605  49061.49472451  41354.89233181  34411.75929042
  30115.88709288  25585.5040404   23169.72604292  20889.89249242
  18668.38626498  19287.77505921  20299.20414247]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.sideside_iner,kg*m,"[166718.81989562 166718.81989562 166718.81989562 163915.52180134
 161110.61459289 158232.87543639 155353.44317254 152409.92350731
 149464.6352302  146475.93144728 143485.40726126 140507.95373218
 137528.69640848 134562.54436098 131594.60507298 129677.17168205
 127758.99258093 125990.92060253 124222.21521618 121887.86941089
 119552.4205875  115003.95319308 109225.38331641 104085.12834761
  93000.62748324  84188.6943504   74449.76680483  65683.78405332
  56979.91395605  49061.49472451  41354.89233181  34411.75929042
  30115.88709288  25585.5040404   23169.72604292  20889.89249242
  18668.38626498  19287.77505921  20299.20414247]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.foreaft_stff,N*m**2,"[4.27484154e+12 4.27484154e+12 4.27484154e+12 4.20296210e+12
 4.13104140e+12 4.05725322e+12 3.98342162e+12 3.90794676e+12
 3.83242654e+12 3.75579311e+12 3.67911301e+12 3.60276804e+12
 3.52637683e+12 3.45032165e+12 3.37422064e+12 3.32505568e+12
 3.27587160e+12 3.23053643e+12 3.18518501e+12 3.12532998e+12
 3.06544668e+12 2.94881931e+12 2.80065085e+12 2.66884944e+12
 2.38463147e+12 2.15868447e+12 1.90896838e+12 1.68419959e+12
 1.46102343e+12 1.25798704e+12 1.06038185e+12 8.82352802e+11
 7.72202233e+11 6.56038565e+11 5.94095540e+11 5.35638269e+11
 4.78676571e+11 4.94558335e+11 5.20492414e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.sideside_stff,N*m**2,"[4.27484154e+12 4.27484154e+12 4.27484154e+12 4.20296210e+12
 4.13104140e+12 4.05725322e+12 3.98342162e+12 3.90794676e+12
 3.83242654e+12 3.75579311e+12 3.67911301e+12 3.60276804e+12
 3.52637683e+12 3.45032165e+12 3.37422064e+12 3.32505568e+12
 3.27587160e+12 3.23053643e+12 3.18518501e+12 3.12532998e+12
 3.06544668e+12 2.94881931e+12 2.80065085e+12 2.66884944e+12
 2.38463147e+12 2.15868447e+12 1.90896838e+12 1.68419959e+12
 1.46102343e+12 1.25798704e+12 1.06038185e+12 8.82352802e+11
 7.72202233e+11 6.56038565e+11 5.94095540e+11 5.35638269e+11
 4.78676571e+11 4.94558335e+11 5.20492414e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.tor_stff,N*m**2,"[3.38994934e+12 3.38994934e+12 3.38994934e+12 3.33294894e+12
 3.27591583e+12 3.21740180e+12 3.15885334e+12 3.09900178e+12
 3.03911425e+12 2.97834394e+12 2.91753661e+12 2.85699506e+12
 2.79641683e+12 2.73610507e+12 2.67575697e+12 2.63676916e+12
 2.59776618e+12 2.56181539e+12 2.52585171e+12 2.47838668e+12
 2.43089922e+12 2.33841371e+12 2.22091613e+12 2.11639761e+12
 1.89101276e+12 1.71183679e+12 1.51381193e+12 1.33557028e+12
 1.15859158e+12 9.97583726e+11 8.40882811e+11 6.99705772e+11
 6.12356371e+11 5.20238582e+11 4.71117763e+11 4.24761147e+11
 3.79590521e+11 3.92184760e+11 4.12750484e+11]",sectional torsional stiffness
towerse.axial_stff,N,"[3.45793453e+11 3.45793453e+11 3.45793453e+11 3.39914786e+11
 3.34034994e+11 3.28004864e+11 3.21973552e+11 3.15810444e+11
 3.09646101e+11 3.03393414e+11 2.97139458e+11 2.90915356e+11
 2.84689997e+11 2.78494518e+11 2.72297795e+11 2.68295732e+11
 2.64293151e+11 2.60604710e+11 2.56915828e+11 2.52048573e+11
 2.47180551e+11 2.37704099e+11 2.27377222e+11 2.18242085e+11
 2.04826629e+11 1.95026323e+11 1.84181632e+11 1.73924066e+11
 1.63255598e+11 1.52591742e+11 1.41549139e+11 1.30242523e+11
 1.21779941e+11 1.10766573e+11 1.02647785e+11 9.47320534e+10
 8.68759933e+10 9.22304789e+10 9.81904935e+10]",sectional axial stiffness
towerse.cg_offst,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",offset from the sectional center of mass
towerse.sc_offst,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",offset from the sectional shear center
towerse.tc_offst,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",offset from the sectional tension center
towerse.axial_load2stress,m**2,"[[0.         0.         0.57837995 0.2339268  0.2339268  0.        ]
 [0.         0.         0.57837995 0.2339268  0.2339268  0.        ]
 [0.         0.         0.57837995 0.2339268  0.2339268  0.        ]
 [0.         0.         0.58838276 0.23792744 0.23792744 0.        ]
 [0.         0.         0.59873966 0.24206971 0.24206971 0.        ]
 [0.         0.         0.60974706 0.24647217 0.24647217 0.        ]
 [0.         0.         0.62116903 0.25104046 0.25104046 0.        ]
 [0.         0.         0.63329128 0.25588885 0.25588885 0.        ]
 [0.         0.         0.64589865 0.26093129 0.26093129 0.        ]
 [0.         0.         0.65921009 0.26625535 0.26625535 0.        ]
 [0.         0.         0.67308462 0.27180464 0.27180464 0.        ]
 [0.         0.         0.6874852  0.27756436 0.27756436 0.        ]
 [0.         0.         0.70251854 0.28357718 0.28357718 0.        ]
 [0.         0.         0.71814699 0.28982805 0.28982805 0.        ]
 [0.         0.         0.73448997 0.29636473 0.29636473 0.        ]
 [0.         0.         0.74544607 0.30074684 0.30074684 0.        ]
 [0.         0.         0.75673546 0.30526227 0.30526227 0.        ]
 [0.         0.         0.76744584 0.30954612 0.30954612 0.        ]
 [0.         0.         0.77846508 0.31395351 0.31395351 0.        ]
 [0.         0.         0.79349785 0.31996621 0.31996621 0.        ]
 [0.         0.         0.80912515 0.32621673 0.32621673 0.        ]
 [0.         0.         0.84138221 0.33911878 0.33911878 0.        ]
 [0.         0.         0.87959558 0.35573874 0.35573874 0.        ]
 [0.         0.         0.91641353 0.37192057 0.37192057 0.        ]
 [0.         0.         0.97643554 0.40612145 0.40612145 0.        ]
 [0.         0.         1.02550259 0.43744235 0.43744235 0.        ]
 [0.         0.         1.08588461 0.47868787 0.47868787 0.        ]
 [0.         0.         1.14992712 0.52446278 0.52446278 0.        ]
 [0.         0.         1.22507284 0.5812364  0.5812364  0.        ]
 [0.         0.         1.31068692 0.6479399  0.6479399  0.        ]
 [0.         0.         1.41293688 0.73280205 0.73280205 0.        ]
 [0.         0.         1.53559679 0.83753347 0.83753347 0.        ]
 [0.         0.         1.64230659 0.9258585  0.9258585  0.        ]
 [0.         0.         1.80559888 1.05313931 1.05313931 0.        ]
 [0.         0.         1.94841028 1.14939425 1.14939425 0.        ]
 [0.         0.         2.11121783 1.25980543 1.25980543 0.        ]
 [0.         0.         2.30213195 1.39133611 1.39133611 0.        ]
 [0.         0.         2.16848055 1.32886245 1.32886245 0.        ]
 [0.         0.         2.03685706 1.25573396 1.25573396 0.        ]]",
towerse.shear_load2stress,m**2,"[[0.95018826 0.95018826 0.         0.         0.         0.1169634 ]
 [0.95018826 0.95018826 0.         0.         0.         0.1169634 ]
 [0.95018826 0.95018826 0.         0.         0.         0.1169634 ]
 [0.96666328 0.96666328 0.         0.         0.         0.11896372]
 [0.98372146 0.98372146 0.         0.         0.         0.12103486]
 [1.00185097 1.00185097 0.         0.         0.         0.12323608]
 [1.02066327 1.02066327 0.         0.         0.         0.12552023]
 [1.04062889 1.04062889 0.         0.         0.         0.12794442]
 [1.06139348 1.06139348 0.         0.         0.         0.13046564]
 [1.08331762 1.08331762 0.         0.         0.         0.13312767]
 [1.10616913 1.10616913 0.         0.         0.         0.13590232]
 [1.12988698 1.12988698 0.         0.         0.         0.13878218]
 [1.15464696 1.15464696 0.         0.         0.         0.14178859]
 [1.18038703 1.18038703 0.         0.         0.         0.14491403]
 [1.20730388 1.20730388 0.         0.         0.         0.14818237]
 [1.22534852 1.22534852 0.         0.         0.         0.15037342]
 [1.24394206 1.24394206 0.         0.         0.         0.15263113]
 [1.26158194 1.26158194 0.         0.         0.         0.15477306]
 [1.2797305  1.2797305  0.         0.         0.         0.15697675]
 [1.30448926 1.30448926 0.         0.         0.         0.15998311]
 [1.33022717 1.33022717 0.         0.         0.         0.16310837]
 [1.38335392 1.38335392 0.         0.         0.         0.16955939]
 [1.4462727  1.4462727  0.         0.         0.         0.17786937]
 [1.50689294 1.50689294 0.         0.         0.         0.18596028]
 [1.60562555 1.60562555 0.         0.         0.         0.20306073]
 [1.68630622 1.68630622 0.         0.         0.         0.21872117]
 [1.78557268 1.78557268 0.         0.         0.         0.23934393]
 [1.89084878 1.89084878 0.         0.         0.         0.26223139]
 [2.01436189 2.01436189 0.         0.         0.         0.2906182 ]
 [2.15508406 2.15508406 0.         0.         0.         0.32396995]
 [2.32312755 2.32312755 0.         0.         0.         0.36640103]
 [2.52472866 2.52472866 0.         0.         0.         0.41876673]
 [2.70017872 2.70017872 0.         0.         0.         0.46292925]
 [2.96878712 2.96878712 0.         0.         0.         0.52656965]
 [3.20387535 3.20387535 0.         0.         0.         0.57469713]
 [3.47189184 3.47189184 0.         0.         0.         0.62990272]
 [3.78618177 3.78618177 0.         0.         0.         0.69566806]
 [3.56591869 3.56591869 0.         0.         0.         0.66443122]
 [3.34907786 3.34907786 0.         0.         0.         0.62786698]]",
towerse.cm.cost,USD,[5657064.12587821],
towerse.cm.mass,kg,"[2.16449412e+05 2.16449412e+05 2.16449412e+05 1.20249673e+04
 1.20249673e+04 1.20249673e+04 1.20249673e+04 1.20249673e+04
 1.20249673e+04 4.72821467e+00 4.72821467e+00 4.72821467e+00
 2.32274874e+04 2.32274874e+04 2.32274874e+04 4.56254766e+00
 4.56254766e+00 4.56254766e+00 2.23887819e+04 2.23887819e+04
 2.23887819e+04 4.39292327e+00 4.39292327e+00 4.39292327e+00
 2.15315792e+04 2.15315792e+04 2.15315792e+04 4.22020239e+00
 4.22020239e+00 4.22020239e+00 2.06619161e+04 2.06619161e+04
 2.06619161e+04 4.04663260e+00 4.04663260e+00 4.04663260e+00
 1.97962293e+04 1.97962293e+04 1.97962293e+04 3.87385874e+00
 3.87385874e+00 3.87385874e+00 1.89345240e+04 1.89345240e+04
 1.89345240e+04 3.73199363e+00 3.73199363e+00 3.73199363e+00
 1.83779123e+04 1.83779123e+04 1.83779123e+04 3.62501151e+00
 3.62501151e+00 3.62501151e+00 1.78649222e+04 1.78649222e+04
 1.78649222e+04 3.50599565e+01 3.50599565e+01 3.50599565e+01
 4.46632763e+04 4.46632763e+04 4.46632763e+04 3.30646402e+01
 3.30646402e+01 3.30646402e+01 4.11870878e+04 4.10849949e+04
 4.09829019e+04 3.03574740e+01 3.03574740e+01 3.03574740e+01
 3.76277395e+04 3.70103079e+04 3.63928764e+04 2.71281615e+01
 2.71281615e+01 2.71281615e+01 3.40230883e+04 3.32799448e+04
 3.25368013e+04 2.41928375e+01 2.41928375e+01 2.41928375e+01
 3.02913585e+04 2.94988010e+04 2.87062435e+04 2.12255113e+01
 2.12255113e+01 2.12255113e+01 2.64147252e+04 2.55766414e+04
 2.47385576e+04 1.81167349e+01 1.81167349e+01 1.81167349e+01
 2.24998820e+04 2.20045272e+04 2.15091724e+04 1.54076303e+01
 1.54076303e+01 1.54076303e+01 1.86938041e+04 1.85475207e+04
 1.84012374e+04 1.31772286e+01 1.31772286e+01 1.31772286e+01
 1.58364132e+04 1.56977014e+04 1.55589896e+04 1.28292596e+01
 1.28292596e+01 1.28292596e+01 1.69658071e+04 1.69035092e+04
 1.68412112e+04]",
towerse.cm.center_of_mass,m,[8.88280775],
towerse.cm.section_center_of_mass,m,"[-6.75000000e+01 -5.25000000e+01 -3.75000000e+01 -2.95833333e+01
 -2.87500000e+01 -2.79166667e+01 -2.70833333e+01 -2.62500000e+01
 -2.54166667e+01 -2.49998333e+01 -2.49995000e+01 -2.49991667e+01
 -2.41658333e+01 -2.24995000e+01 -2.08331667e+01 -1.99998333e+01
 -1.99995000e+01 -1.99991667e+01 -1.91658333e+01 -1.74995000e+01
 -1.58331667e+01 -1.49998333e+01 -1.49995000e+01 -1.49991667e+01
 -1.41658333e+01 -1.24995000e+01 -1.08331667e+01 -9.99983333e+00
 -9.99950000e+00 -9.99916667e+00 -9.16583333e+00 -7.49950000e+00
 -5.83316667e+00 -4.99983333e+00 -4.99950000e+00 -4.99916667e+00
 -4.16583333e+00 -2.49950000e+00 -8.33166667e-01  1.66666667e-04
  5.00000000e-04  8.33333333e-04  8.34166667e-01  2.50050000e+00
  4.16683333e+00  5.00016667e+00  5.00050000e+00  5.00083333e+00
  5.83416667e+00  7.50050000e+00  9.16683333e+00  1.00001667e+01
  1.00005000e+01  1.00008333e+01  1.08341667e+01  1.25005000e+01
  1.41668333e+01  1.50016667e+01  1.50050000e+01  1.50083333e+01
  1.71750000e+01  2.15050000e+01  2.58350000e+01  2.80016667e+01
  2.80050000e+01  2.80083333e+01  3.01741056e+01  3.45041034e+01
  3.88341011e+01  4.10016667e+01  4.10050000e+01  4.10083333e+01
  4.31690791e+01  4.74989803e+01  5.18288782e+01  5.40016667e+01
  5.40050000e+01  5.40083333e+01  5.61671186e+01  6.04969426e+01
  6.48267585e+01  6.70016667e+01  6.70050000e+01  6.70083333e+01
  6.91655590e+01  7.34953053e+01  7.78250377e+01  8.00016667e+01
  8.00050000e+01  8.00083333e+01  8.21635515e+01  8.64931764e+01
  9.08227758e+01  9.30016667e+01  9.30050000e+01  9.30083333e+01
  9.51670559e+01  9.94968771e+01  1.03826690e+02  1.06001667e+02
  1.06005000e+02  1.06008333e+02  1.08172176e+02  1.12502154e+02
  1.16832132e+02  1.19001667e+02  1.19005000e+02  1.19008333e+02
  1.21171839e+02  1.25501812e+02  1.29831783e+02  1.32001667e+02
  1.32005000e+02  1.32008333e+02  1.34071404e+02  1.38196733e+02
  1.42322062e+02]",
towerse.cm.I_base,kg*m**2,"[2.1370896e+10 2.1370896e+10 4.6245688e+07 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",
towerse.structural_cost,USD,[5657064.12587821],
towerse.structural_mass,kg,[2163440.99352003],
towerse.tower_cost,USD,[2339910.19944053],
towerse.tower_section_center_of_mass,m,"[-6.75000000e+01 -5.25000000e+01 -3.75000000e+01 -2.95833333e+01
 -2.87500000e+01 -2.79166667e+01 -2.70833333e+01 -2.62500000e+01
 -2.54166667e+01 -2.49998333e+01 -2.49995000e+01 -2.49991667e+01
 -2.41658333e+01 -2.24995000e+01 -2.08331667e+01 -1.99998333e+01
 -1.99995000e+01 -1.99991667e+01 -1.91658333e+01 -1.74995000e+01
 -1.58331667e+01 -1.49998333e+01 -1.49995000e+01 -1.49991667e+01
 -1.41658333e+01 -1.24995000e+01 -1.08331667e+01 -9.99983333e+00
 -9.99950000e+00 -9.99916667e+00 -9.16583333e+00 -7.49950000e+00
 -5.83316667e+00 -4.99983333e+00 -4.99950000e+00 -4.99916667e+00
 -4.16583333e+00 -2.49950000e+00 -8.33166667e-01  1.66666667e-04
  5.00000000e-04  8.33333333e-04  8.34166667e-01  2.50050000e+00
  4.16683333e+00  5.00016667e+00  5.00050000e+00  5.00083333e+00
  5.83416667e+00  7.50050000e+00  9.16683333e+00  1.00001667e+01
  1.00005000e+01  1.00008333e+01  1.08341667e+01  1.25005000e+01
  1.41668333e+01  1.50016667e+01  1.50050000e+01  1.50083333e+01
  1.71750000e+01  2.15050000e+01  2.58350000e+01  2.80016667e+01
  2.80050000e+01  2.80083333e+01  3.01741056e+01  3.45041034e+01
  3.88341011e+01  4.10016667e+01  4.10050000e+01  4.10083333e+01
  4.31690791e+01  4.74989803e+01  5.18288782e+01  5.40016667e+01
  5.40050000e+01  5.40083333e+01  5.61671186e+01  6.04969426e+01
  6.48267585e+01  6.70016667e+01  6.70050000e+01  6.70083333e+01
  6.91655590e+01  7.34953053e+01  7.78250377e+01  8.00016667e+01
  8.00050000e+01  8.00083333e+01  8.21635515e+01  8.64931764e+01
  9.08227758e+01  9.30016667e+01  9.30050000e+01  9.30083333e+01
  9.51670559e+01  9.94968771e+01  1.03826690e+02  1.06001667e+02
  1.06005000e+02  1.06008333e+02  1.08172176e+02  1.12502154e+02
  1.16832132e+02  1.19001667e+02  1.19005000e+02  1.19008333e+02
  1.21171839e+02  1.25501812e+02  1.29831783e+02  1.32001667e+02
  1.32005000e+02  1.32008333e+02  1.34071404e+02  1.38196733e+02
  1.42322062e+02]",
towerse.monopile_cost,USD,[3317153.92643769],
towerse.constr_d_to_t,,"[180.69785512 180.69785512 180.69785512 183.84042651 187.09423937
 190.55241144 194.14082976 197.94924581 201.91006926 206.09208194
 210.45099649 214.97517037 219.69813476 224.60805894 229.7424587
 233.1844839  236.73121538 240.09603842 243.55789371 248.28065645
 253.19019648 263.32420476 273.2883476  282.65109988 286.70179697
 286.27730366 283.85934394 280.85850556 276.54031523 272.56767376
 267.01831552 262.45693788 262.72369823 269.76689704 284.41417802
 301.01483216 319.79256698 293.23576655 272.35602967]",
