variables,units,values,description
towerse.tower.section_L,m,"[4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667]",
towerse.tower.f1,Hz,[0.20872027],
towerse.tower.f2,Hz,[0.21068258],
towerse.tower.structural_frequencies,Hz,[0.20872027 0.21068258 0.81419483 1.03256331 1.17220632 2.35649551],
towerse.tower.fore_aft_modes,,"[[ 1.15266451e+00 -9.59929738e-02 -1.15643621e-02 -6.04982238e-03
  -3.90573520e-02]
 [-5.40252319e+01  4.85487942e+01  7.95037178e+00  4.35801261e+00
  -5.83194679e+00]
 [-5.59045382e+01  7.22191661e+01  6.59499279e+01 -9.98887646e+01
   1.86242089e+01]]",
towerse.tower.side_side_modes,,"[[ 1.14276977e+00 -8.98321247e-02 -9.57131005e-03 -6.73407544e-03
  -3.66322581e-02]
 [-2.27506546e+02  1.90196620e+02  3.03849049e+01  2.02943513e+01
  -1.23693308e+01]
 [-4.70376826e+01  5.93535541e+01  4.63398857e+01 -6.58962373e+01
   8.24048011e+00]]",
towerse.tower.torsion_modes,,"[[  6.87085651 -25.47758336  45.27628943 -37.42357282  11.75401024]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]",
towerse.tower.fore_aft_freqs,Hz,[0.21068258 1.17220632 2.51399805],
towerse.tower.side_side_freqs,Hz,[0.20872027 1.03256331 2.35649551],
towerse.tower.torsion_freqs,Hz,[6.61010073 0.         0.        ],
towerse.tower.tower_deflection,m,"[[0.        ]
 [0.00314543]
 [0.01209815]
 [0.02666606]
 [0.04698684]
 [0.07313955]
 [0.10490709]
 [0.14243002]
 [0.18577786]
 [0.23470409]
 [0.28931549]
 [0.34963932]
 [0.41539692]
 [0.48667502]
 [0.56346579]
 [0.64545315]
 [0.73272551]
 [0.82524834]
 [0.9226577 ]
 [1.02503679]
 [1.13230409]
 [1.24403231]
 [1.36026066]
 [1.4808103 ]
 [1.6051707 ]
 [1.73324886]
 [1.86472254]
 [1.99902512]
 [2.13574218]
 [2.27432048]
 [2.41409293]]",
towerse.tower.top_deflection,m,[2.41409293],
towerse.tower.tower_Fz,N,"[[-9810941.79646786]
 [-9378204.40132261]
 [-8945174.16712799]
 [-8557443.79198071]
 [-8169532.06496854]
 [-7781463.48928179]
 [-7436823.06243617]
 [-7092056.60306018]
 [-6747174.52112589]
 [-6440439.73778216]
 [-6133604.77223718]
 [-5826675.5494733 ]
 [-5555288.73457792]
 [-5283817.18294329]
 [-5012264.79194507]
 [-4776154.1154761 ]
 [-4539969.15597636]
 [-4303712.70402649]
 [-4102502.75416285]
 [-3901226.15045583]
 [-3699885.00660531]
 [-3531466.88624011]
 [-3362987.96913258]
 [-3194449.92195994]
 [-3053257.02161888]
 [-2912869.87198895]
 [-2773290.44079788]
 [-2646589.02979918]
 [-2522454.58154386]
 [-2400890.38061205]]",
towerse.tower.tower_Vx,N,"[[2180101.29206854]
 [2180376.49278435]
 [2180642.8294515 ]
 [2180814.6650531 ]
 [2181062.5655033 ]
 [2181301.37545878]
 [2181367.40404773]
 [2181587.5668326 ]
 [2181798.51111531]
 [2181785.02257359]
 [2181977.25043446]
 [2182160.17757744]
 [2182068.28839606]
 [2182232.46572459]
 [2182387.28916359]
 [2182205.81424093]
 [2182341.89061272]
 [2182468.5796169 ]
 [2182204.44550818]
 [2182312.42014849]
 [2182410.98355663]
 [2182091.50173205]
 [2182171.37875789]
 [2182241.8206948 ]
 [2181927.32806504]
 [2181967.48984891]
 [2181998.29248255]
 [2181842.32427877]
 [2181828.31666934]
 [2181804.21508235]]",
towerse.tower.tower_Vy,N,"[[42083.97866639]
 [42074.30775136]
 [42064.45564953]
 [42057.51090987]
 [42047.32315928]
 [42036.96231242]
 [42032.83753362]
 [42022.15092266]
 [42011.29643743]
 [42009.47692485]
 [41998.30122747]
 [41986.96164628]
 [41987.93928641]
 [41976.28119134]
 [41964.46234496]
 [41969.51465786]
 [41957.37703499]
 [41945.08103465]
 [41954.89023307]
 [41942.2702242 ]
 [41929.49357326]
 [41943.68445088]
 [41930.5726015 ]
 [41917.30535733]
 [41932.76858623]
 [41919.97918157]
 [41906.94788685]
 [41909.86992677]
 [41898.46885303]
 [41886.57293246]]",
towerse.tower.tower_Mxx,N*m,"[[10654338.01973935]
 [10843586.55603412]
 [11031018.62505958]
 [11216675.90691276]
 [11400567.30336863]
 [11582846.71197227]
 [11763555.81735471]
 [11942672.80582949]
 [12120362.19852096]
 [12296674.65008993]
 [12471572.23029524]
 [12645229.9009109 ]
 [12817700.11975263]
 [12988916.68382561]
 [13159064.65766861]
 [13328185.35547432]
 [13496158.90107194]
 [13663179.8958312 ]
 [13829269.87502524]
 [13994240.06537034]
 [14158294.0302749 ]
 [14321429.67340165]
 [14483388.8720887 ]
 [14644383.72983602]
 [14804397.90322801]
 [14963118.55400939]
 [15120710.85973868]
 [15277199.64880343]
 [15432396.3653491 ]
 [15586329.73666613]]",
towerse.tower.tower_Myy,N*m,"[[3.03152906e+08]
 [2.93110001e+08]
 [2.83018343e+08]
 [2.72881567e+08]
 [2.62702801e+08]
 [2.52488344e+08]
 [2.42241466e+08]
 [2.31964239e+08]
 [2.21662433e+08]
 [2.11339180e+08]
 [2.00995930e+08]
 [1.90637900e+08]
 [1.80267927e+08]
 [1.69886720e+08]
 [1.59498944e+08]
 [1.49106986e+08]
 [1.38710609e+08]
 [1.28313948e+08]
 [1.17918964e+08]
 [1.07524588e+08]
 [9.71344572e+07]
 [8.67502356e+07]
 [7.63704069e+07]
 [6.59981482e+07]
 [5.56350562e+07]
 [4.52797846e+07]
 [3.49348352e+07]
 [2.46020497e+07]
 [1.42817956e+07]
 [3.97587898e+06]]",
towerse.tower.tower_Mzz,N*m,"[[1118202.55143994]
 [1118197.62030239]
 [1118192.68208114]
 [1118199.7738914 ]
 [1118194.82766434]
 [1118189.8791676 ]
 [1118197.55309747]
 [1118192.59744407]
 [1118187.64002238]
 [1118194.87667754]
 [1118189.91166333]
 [1118184.94507161]
 [1118192.48427324]
 [1118187.50889327]
 [1118182.53200411]
 [1118191.55152743]
 [1118186.56348187]
 [1118181.57391153]
 [1118192.70321076]
 [1118187.69878922]
 [1118182.69275471]
 [1118196.07407853]
 [1118191.04814803]
 [1118186.02044845]
 [1118199.95794053]
 [1118195.57719655]
 [1118191.1715232 ]
 [1118196.62846617]
 [1118193.79403305]
 [1118190.94452819]]",
towerse.tower.turbine_F,N,"[[  2179952.58537257]
 [    42088.58171127]
 [-10243054.63133541]]",
towerse.tower.turbine_M,N*m,"[[1.04631268e+07]
 [3.13140120e+08]
 [1.11808567e+06]]",
towerse.post.axial_stress,Pa,"[[1.70254014e+08]
 [1.64718594e+08]
 [1.59155310e+08]
 [1.71230470e+08]
 [1.64926613e+08]
 [1.58600402e+08]
 [1.71193322e+08]
 [1.63987320e+08]
 [1.56764837e+08]
 [1.67954434e+08]
 [1.59762938e+08]
 [1.51561986e+08]
 [1.62025260e+08]
 [1.52690065e+08]
 [1.43353874e+08]
 [1.54103346e+08]
 [1.43313582e+08]
 [1.32534263e+08]
 [1.43041079e+08]
 [1.30345416e+08]
 [1.17681815e+08]
 [1.25770939e+08]
 [1.10645227e+08]
 [9.56178025e+07]
 [9.69122113e+07]
 [8.02610128e+07]
 [6.36718031e+07]
 [5.26541511e+07]
 [3.81280984e+07]
 [2.90811834e+07]]",
towerse.post.shear_stress,Pa,"[[ 3424196.96094987]
 [ 3424585.75551747]
 [ 3424961.96501656]
 [ 3829983.06734503]
 [ 3830374.57681942]
 [ 3830751.65274316]
 [ 4319120.1725523 ]
 [ 4319512.02975439]
 [ 4319887.38099113]
 [ 4863933.37606519]
 [ 4864318.3551763 ]
 [ 4864684.57995215]
 [ 5510682.24331637]
 [ 5511054.36298744]
 [ 5511405.11153864]
 [ 6351724.60456074]
 [ 6352079.56700276]
 [ 6352409.80511467]
 [ 7479314.04520638]
 [ 7479644.93198699]
 [ 7479946.62557435]
 [ 8975070.13557314]
 [ 8975362.66658521]
 [ 8975620.0693067 ]
 [10764649.70462217]
 [10837200.41088685]
 [10910683.56364821]
 [12067873.44319913]
 [12347528.60839438]
 [12640296.37171658]]",
towerse.post.hoop_stress,Pa,"[[ -1227.52461996]
 [ -2847.25306667]
 [ -3524.65709506]
 [ -4528.71282619]
 [ -5012.54666832]
 [ -5434.16714607]
 [ -6564.2875468 ]
 [ -6952.2252647 ]
 [ -7310.01654354]
 [ -8619.96926068]
 [ -8972.59854501]
 [ -9305.53496537]
 [-10916.179925  ]
 [-11257.76289664]
 [-11584.44738878]
 [-13733.76629188]
 [-14081.75974603]
 [-14417.29845448]
 [-17384.54756343]
 [-17754.65968057]
 [-18113.53918882]
 [-22186.4234567 ]
 [-22593.70072602]
 [-22990.24788932]
 [-27893.54607083]
 [-28170.54597295]
 [-28431.70228379]
 [-31051.72057625]
 [-30847.51754588]
 [-30615.90580675]]",
towerse.post.hoop_stress_euro,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.post.constr_stress,,"[[0.86660323]
 [0.83846666]
 [0.8101873 ]
 [0.8717069 ]
 [0.83966577]
 [0.80751286]
 [0.87170075]
 [0.83508176]
 [0.7983823 ]
 [0.85547294]
 [0.81385923]
 [0.77220338]
 [0.82567207]
 [0.7782726 ]
 [0.73087937]
 [0.78594698]
 [0.73121081]
 [0.67655185]
 [0.73066579]
 [0.66637339]
 [0.6023049 ]
 [0.64471581]
 [0.5684327 ]
 [0.49284834]
 [0.50209868]
 [0.41937095]
 [0.33793011]
 [0.28825572]
 [0.22245264]
 [0.18523353]]",
towerse.post.constr_shell_buckling,,"[[0.02943514]
 [0.02813655]
 [0.02683724]
 [0.02912071]
 [0.0278009 ]
 [0.02648054]
 [0.02908813]
 [0.02774038]
 [0.02639215]
 [0.02905642]
 [0.02767371]
 [0.02629053]
 [0.03024716]
 [0.02877795]
 [0.02730815]
 [0.03307746]
 [0.03145684]
 [0.02983555]
 [0.03845031]
 [0.03659126]
 [0.03473139]
 [0.04775555]
 [0.04550384]
 [0.04325117]
 [0.05619953]
 [0.05373143]
 [0.05127213]
 [0.05737587]
 [0.05492734]
 [0.0525354 ]]",
towerse.post.constr_global_buckling,,"[[1.3085808 ]
 [1.26016742]
 [1.2118522 ]
 [1.31273502]
 [1.25908973]
 [1.2056174 ]
 [1.31124196]
 [1.25146804]
 [1.19194825]
 [1.28669491]
 [1.22033279]
 [1.15431645]
 [1.24445242]
 [1.17048881]
 [1.09697915]
 [1.19203598]
 [1.10833111]
 [1.02522365]
 [1.12284992]
 [1.0262639 ]
 [0.93051029]
 [1.01577094]
 [0.9026621 ]
 [0.79095006]
 [0.83035495]
 [0.71004422]
 [0.59050357]
 [0.53010612]
 [0.43136852]
 [0.36996074]]",
tcons.constr_tower_f_NPmargin,,[-0.16509813],constraint on tower frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
tcons.constr_tower_f_1Pmargin,,[-0.05628477],constraint on tower frequency such that ratio of 1P/f is above or below gamma with constraint <= 0
tcons.tip_deflection_ratio,,[1.17665693],
tcons.blade_tip_tower_clearance,m,[18.72635043],
landbosse.bos_capex,USD,[1.18949427e+08],Total BOS CAPEX not including commissioning or decommissioning.
landbosse.bos_capex_kW,USD/kW,[198.],Total BOS CAPEX per kW not including commissioning or decommissioning.
landbosse.total_capex,USD,[1.37981335e+08],Total BOS CAPEX including commissioning and decommissioning.
landbosse.total_capex_kW,USD/kW,[230.],Total BOS CAPEX per kW including commissioning and decommissioning.
landbosse.installation_capex,USD,[42906446.],Total foundation and erection installation cost.
landbosse.installation_capex_kW,USD,[72.],Total foundation and erection installation cost per kW.
landbosse.installation_time_months,,[12.],Total balance of system installation time (months).
landbosse.landbosse_costs_by_module_type_operation,Unavailable,"[{'Module': 'FoundationCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 1.2575378450556816, 'Cost / project': 754522.7070334089, 'Cost / turbine': 6287.689225278407, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'FoundationCost', 'Type of cost': 'Labor', 'Cost / kW': 13.419849000191928, 'Cost / project': 8051909.400115157, 'Cost / turbine': 67099.24500095964, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'FoundationCost', 'Type of cost': 'Materials', 'Cost / kW': 23.246926809512594, 'Cost / project': 13948156.085707556, 'Cost / turbine': 116234.63404756297, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'FoundationCost', 'Type of cost': 'Mobilization', 'Cost / kW': 1.89621568273801, 'Cost / project': 1137729.409642806, 'Cost / turbine': 9481.078413690051, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Materials', 'Cost / kW': 5.476570135242568, 'Cost / project': 3285942.081145541, 'Cost / turbine': 27382.85067621284, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 3.0249317184701137, 'Cost / project': 1814959.031082068, 'Cost / turbine': 15124.658592350568, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Labor', 'Cost / kW': 3.2721485433158644, 'Cost / project': 1963289.1259895186, 'Cost / turbine': 16360.742716579321, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Other', 'Cost / kW': 2.86459986, 'Cost / project': 1718759.9160000002, 'Cost / turbine': 14322.999300000001, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Mobilization', 'Cost / kW': 0.38864554432410786, 'Cost / project': 233187.3265944647, 'Cost / turbine': 1943.2277216205393, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SubstationCost', 'Type of cost': 'Other', 'Cost / kW': 16.911599000804763, 'Cost / project': 10146959.400482858, 'Cost / turbine': 84557.99500402382, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'GridConnectionCost', 'Type of cost': 'Other', 'Cost / kW': 6.794429688199228, 'Cost / project': 4076657.812919537, 'Cost / turbine': 33972.14844099614, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'CollectionCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 4.4995824058955645, 'Cost / project': 2699749.4435373386, 'Cost / turbine': 22497.912029477822, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'CollectionCost', 'Type of cost': 'Labor', 'Cost / kW': 8.396861124129725, 'Cost / project': 5038116.674477834, 'Cost / turbine': 41984.30562064862, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'CollectionCost', 'Type of cost': 'Materials', 'Cost / kW': 31.87906207754761, 'Cost / project': 19127437.246528566, 'Cost / turbine': 159395.31038773805, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'CollectionCost', 'Type of cost': 'Mobilization', 'Cost / kW': 2.238775280378645, 'Cost / project': 1343265.1682271871, 'Cost / turbine': 11193.876401893225, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Labor', 'Cost / kW': 1.6666666666666667, 'Cost / project': 1000000.0, 'Cost / turbine': 8333.333333333334, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Materials', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Mobilization', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Other', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 5.961793169657052, 'Cost / project': 3577075.901794231, 'Cost / turbine': 29808.965848285257, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Fuel', 'Cost / kW': 0.1838625, 'Cost / project': 110317.5, 'Cost / turbine': 919.3125, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Labor', 'Cost / kW': 21.58727003117101, 'Cost / project': 12952362.018702606, 'Cost / turbine': 107936.35015585505, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Mobilization', 'Cost / kW': 3.957288666666667, 'Cost / project': 2374373.2, 'Cost / turbine': 19786.443333333336, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Other', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Materials', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'insurance', 'Cost / kW': 0.8899778481998195, 'Cost / project': 533986.7089198917, 'Cost / turbine': 4449.889240999098, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Construction Permitting', 'Cost / kW': 1.1297439200832975, 'Cost / project': 677846.3520499784, 'Cost / turbine': 5648.719600416487, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Project Management', 'Cost / kW': 3.982776508125, 'Cost / project': 2389665.904875, 'Cost / turbine': 19913.882540625, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Bonding', 'Cost / kW': 1.589246157499678, 'Cost / project': 953547.6944998067, 'Cost / turbine': 7946.23078749839, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Markup Contingency', 'Cost / kW': 20.691984970645805, 'Cost / project': 12415190.982387483, 'Cost / turbine': 103459.92485322902, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Engineering Foundation and Collections System (includes met mast)', 'Cost / kW': 7.80445, 'Cost / project': 4682670.0, 'Cost / turbine': 39022.25, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Site Facility', 'Cost / kW': 3.23625, 'Cost / project': 1941750.0, 'Cost / turbine': 16181.25, 'Number of turbines': 120, 'Rotor diameter (m)': 206.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}]","The costs by module, type and operation"
